参考市场数量k,结构价格弹性系数alpha,GDP对数敏感系数gamma1,人口对数敏感系数gamma2,层级溢价强度eta,平均相对误差,中位相对误差,最大相对误差
2,1.0,0.15,0.25,0.25,0.6901250303090453,0.6651063389812327,1.5894016075329351
3,1.2,0.15,0.15,0.15,0.6901824847265435,0.7789954592584006,1.7357813822001906
3,1.2,0.2,0.2,0.2,0.6901888434529239,0.7369114368644959,1.78887882088107
2,1.3,0.1,0.15,0.2,0.6902753342163158,0.6623312988559178,1.7890168737546788
2,1.2,0.3,0.2,0.3,0.6905606770590416,0.4877876143138441,1.5826609948045436
4,0.9,0.15,0.2,0.15,0.6906857432990976,0.805571126748212,1.5091480518976719
4,1.3,0.25,0.1,0.2,0.6907561520892291,0.7938517029989467,1.4447032258740198
3,0.9,0.05,0.25,0.2,0.6907653407460006,0.7609711144028094,1.633739261256657
3,1.4,0.05,0.1,0.2,0.6908155746935098,0.5908153443163032,1.740311881682047
2,1.3,0.15,0.15,0.2,0.6908388696377055,0.6151368240132231,1.752326101018133
3,1.1,0.05,0.25,0.25,0.6910809022602546,0.7258494003023805,1.8018261267339242
4,1.4,0.3,0.1,0.25,0.6911488642389896,0.7983841559565357,1.4231385202485014
4,1.0,0.2,0.25,0.25,0.6912712635973017,0.6535653096818662,1.5593997397470243
3,1.4,0.2,0.15,0.2,0.6913748292167408,0.81783261852793,1.87236729515637
2,1.3,0.2,0.15,0.2,0.6914024050590951,0.5679423491705292,1.715635328281587
4,1.0,0.25,0.25,0.25,0.6916209579919392,0.590696913366005,1.5293978719611128
2,0.9,0.3,0.2,0.2,0.6916290415313863,0.5268962498389884,1.570258475394222
2,1.4,0.05,0.2,0.3,0.6916581038704688,0.6252368690171959,1.9280053674055415
4,1.1,0.1,0.2,0.2,0.6917247045837813,0.791752999712451,1.703024525807856
4,1.4,0.05,0.15,0.25,0.6919236134909617,0.6236747233975221,1.8423963534760943
2,1.3,0.25,0.15,0.2,0.6919659404804848,0.5207478743278348,1.6789445555450413
4,1.0,0.3,0.25,0.25,0.6919706523865767,0.5411545381092481,1.4993960041752012
4,0.7,0.2,0.25,0.15,0.6920410578377335,0.6279631257044727,1.3902930912047045
4,1.4,0.2,0.15,0.3,0.6921013112328341,0.8137195940779668,1.5990254070002223
2,1.0,0.2,0.25,0.25,0.6921130195547366,0.6209186410439016,1.5593997397470243
2,0.4,0.3,0.25,0.15,0.6922040463674022,0.652964225355867,1.6585785245804938
2,0.9,0.3,0.25,0.3,0.6922406107152381,0.4880078657720821,1.6679405689208793
3,1.2,0.05,0.1,0.15,0.6924399116309898,0.6380754257400435,1.5763708126550084
3,1.2,0.2,0.25,0.25,0.6924821365709035,0.6458990723447726,1.8634754148501467
3,0.8,0.1,0.25,0.15,0.6925996011692704,0.8078814329672379,1.5882056722825704
3,1.0,0.1,0.25,0.2,0.6927127424206938,0.8073181224131857,1.7537031633496114
2,0.7,0.05,0.25,0.15,0.692754257783744,0.5739189161923531,1.4757915270702615
3,1.3,0.1,0.1,0.15,0.6927846621936822,0.7019545378262111,1.6857616872234786
4,0.7,0.25,0.25,0.15,0.6928352596994297,0.5544663604225791,1.361793612582852
3,0.7,0.05,0.25,0.15,0.6929097276761736,0.7917513137270873,1.4757915270702615
3,1.4,0.3,0.2,0.25,0.6929186629887881,0.5899861917528217,1.8946006388709273
2,1.4,0.25,0.1,0.15,0.6929493321211619,0.5222658520190332,1.718547913691629
4,1.1,0.05,0.25,0.25,0.6932136832655837,0.7258494003023805,1.8018261267339242
4,1.3,0.05,0.15,0.2,0.6932747751870791,0.6400801327971657,1.825707646491224
3,1.4,0.15,0.1,0.15,0.6932876639221903,0.7499143776157078,1.7996792949798797
2,1.4,0.2,0.1,0.15,0.6934472529398792,0.5721445376147841,1.7591136043357543
2,1.4,0.1,0.2,0.3,0.6935602850311593,0.5823058864713356,1.893090153898951
2,0.7,0.1,0.25,0.15,0.6935715215185935,0.6142256673782298,1.4472920484484093
3,1.3,0.05,0.25,0.3,0.6935811314701433,0.7005318433717939,1.980706650849263
3,0.9,0.3,0.25,0.15,0.693597364572926,0.4661241433888015,1.611143807841669
4,0.7,0.3,0.25,0.15,0.693629461561126,0.493604432020425,1.3332941339609998
3,1.4,0.25,0.2,0.25,0.6937915841920268,0.6712127499392192,1.9313059936542023
4,1.2,0.25,0.1,0.15,0.6938042400469423,0.7880203228858553,1.4296678368864386
4,1.3,0.3,0.1,0.2,0.6938601900999579,0.7916444077107768,1.408012453137474
2,1.4,0.15,0.1,0.15,0.6939451737585967,0.6220232232105349,1.7996792949798797
3,1.2,0.15,0.2,0.2,0.6940156615269294,0.8235432823187192,1.8237658676842903
2,1.4,0.3,0.1,0.15,0.6940755585917613,0.47238716642328316,1.677982223047503
2,0.9,0.25,0.2,0.15,0.6940905972141054,0.6537617900401304,1.446095990734394
3,1.4,0.05,0.05,0.15,0.6941087305454023,0.5894982298073416,1.6202875650302129
4,0.8,0.05,0.25,0.15,0.6942009266239307,0.7827280746082546,1.618180429137827
4,1.2,0.1,0.25,0.3,0.694202722218453,0.7947987954257654,1.7869562816444984
2,1.2,0.05,0.25,0.3,0.694203045435731,0.6742082451720346,1.8185233869968238
2,0.7,0.15,0.25,0.15,0.694388785253443,0.6545324185641068,1.4187925698265564
4,1.3,0.2,0.15,0.25,0.6944064956512511,0.8101562792193411,1.5831922304751014
2,1.4,0.1,0.1,0.15,0.6944430945773141,0.6719019088062861,1.8402449856240053
3,1.3,0.3,0.15,0.15,0.6946202643223661,0.6689890847930613,1.777725031156784
2,1.1,0.05,0.2,0.2,0.6948402730414239,0.6262220953012603,1.736196112480791
2,1.4,0.05,0.1,0.15,0.6949410153960315,0.6376491967030297,1.8808106762681305
4,1.3,0.15,0.2,0.3,0.6949597858967187,0.8158253187462268,1.702357962775065
3,1.1,0.3,0.2,0.15,0.6951566211469511,0.5526394941646374,1.7021222356165508
2,0.7,0.2,0.25,0.15,0.6952060489882926,0.6948391697499838,1.3902930912047045
2,1.4,0.15,0.2,0.3,0.6954624661918497,0.5393749039254754,1.8581749403923615
3,1.4,0.15,0.15,0.2,0.6955253313917933,0.7916581928295919,1.9109545737222555
2,0.9,0.25,0.25,0.25,0.6955419784140041,0.570219390115895,1.5263519616122498
3,1.2,0.15,0.25,0.25,0.6956839893199775,0.7283704500043351,1.8966610003033026
2,1.1,0.1,0.2,0.2,0.6957974615307982,0.6703600495905265,1.703024525807856
2,0.6,0.25,0.25,0.15,0.6962096823385185,0.7141436229056185,1.5143341429489017
3,0.9,0.25,0.25,0.15,0.6962424406898393,0.5346111685508337,1.6426698384233083
2,1.1,0.3,0.15,0.15,0.696270605537227,0.5362322533915812,1.4821093699131784
2,0.6,0.3,0.25,0.2,0.6965337420910489,0.5850480400545629,1.6570491289650073
2,1.2,0.1,0.25,0.3,0.6965367319035285,0.6398171973235849,1.7869562816444984
4,1.0,0.05,0.2,0.15,0.6966632221323701,0.7257448906674109,1.7200828060627695
2,1.2,0.25,0.2,0.25,0.6967421203518687,0.5152098429899917,1.6196780103357729
2,1.1,0.15,0.2,0.2,0.6967546500201722,0.6796383701063126,1.6698529391349206
3,1.4,0.2,0.2,0.25,0.6967681349145328,0.7524393081256159,1.9680113484374782
4,1.4,0.15,0.1,0.2,0.6969043511539473,0.7487643692260955,1.6631373245502763
4,1.2,0.3,0.1,0.15,0.6970655084910111,0.7863839783852519,1.3929920929442958
4,1.2,0.2,0.15,0.2,0.6971156542660817,0.8061395220771149,1.5674687029468355
4,1.2,0.15,0.2,0.25,0.6973280568163549,0.8168530744962709,1.6860491812420866
2,1.4,0.2,0.2,0.3,0.6973646473525402,0.49644392137961507,1.823259726885771
3,1.4,0.3,0.25,0.3,0.6974760004280218,0.5352258240199792,1.9776636197581388
4,1.4,0.25,0.15,0.3,0.6976517608454189,0.7818853296762599,1.5641101934936326
3,1.4,0.25,0.25,0.3,0.6976933560490001,0.5916866893212358,2.012578833264729
2,1.1,0.2,0.2,0.2,0.6977118385095464,0.6329402853908047,1.6366813524619852
4,1.3,0.15,0.1,0.15,0.6982381412089629,0.7403331608309917,1.6471897383418461
3,1.1,0.3,0.25,0.2,0.6982667880990057,0.4950835278802248,1.7796208907418862
4,0.8,0.1,0.25,0.15,0.6983388799386545,0.7918379834609736,1.5882056722825704
4,1.4,0.25,0.05,0.15,0.6984668402385027,0.7598903542608737,1.4580248024537108
2,0.9,0.05,0.25,0.2,0.6985862401369533,0.6113292749896977,1.633739261256657
4,0.9,0.3,0.2,0.15,0.6986096330660843,0.5875365061758065,1.414569960152754
4,0.9,0.25,0.2,0.15,0.6987740155989408,0.6602147130332754,1.446095990734394
4,1.4,0.3,0.15,0.3,0.6987901312922543,0.7253883243897377,1.529194979987042
2,1.2,0.15,0.25,0.3,0.698870418371326,0.5973394666869961,1.7553891762921736
3,1.2,0.1,0.25,0.25,0.6988858420690518,0.8018735123016294,1.9298465857564588
3,0.9,0.2,0.25,0.15,0.6988875168067528,0.6307621486940745,1.6741958690049477
2,1.4,0.3,0.15,0.25,0.6988916117312287,0.478061461386459,1.6588695795597137
4,0.9,0.2,0.2,0.15,0.698938398131797,0.7328929198907435,1.477622021316032
3,1.1,0.05,0.2,0.2,0.6989704524611747,0.7042760498017984,1.736196112480791
3,1.1,0.25,0.2,0.15,0.6990309972711058,0.6477314186971865,1.7369945659067398
2,1.1,0.3,0.2,0.25,0.6991664958208842,0.4766271117852672,1.571948857473995
4,0.9,0.15,0.25,0.2,0.6994576309285757,0.7168234466806882,1.5737622854027284
3,1.3,0.25,0.15,0.15,0.6997520356432535,0.7629220547436026,1.816296980038416
2,0.8,0.3,0.2,0.15,0.6998108214448435,0.5986199867074822,1.5597741472425894
3,1.4,0.2,0.25,0.3,0.6998955688883314,0.6673079502244503,2.0474940467713196
3,1.3,0.05,0.2,0.25,0.6999279774334346,0.669566063044559,1.9107135035963618
2,0.9,0.1,0.25,0.2,0.6999349578669555,0.6534849287679589,1.603750773329693
4,1.2,0.05,0.15,0.15,0.7002227763747454,0.6604041895984082,1.8091328700844755
4,1.3,0.25,0.15,0.25,0.7002753508416073,0.7758836318208514,1.5482908878404302
3,1.3,0.3,0.2,0.2,0.7002877681150691,0.5802465769004644,1.8764951124795184
4,1.1,0.2,0.15,0.15,0.7002997114881672,0.8015902912996614,1.551854030493556
3,0.9,0.05,0.2,0.15,0.7003712124965139,0.7458896530528091,1.57220011306095
4,1.0,0.1,0.2,0.15,0.700455602511886,0.7866941561823189,1.6869256142978302
4,0.9,0.2,0.25,0.2,0.7010295507944393,0.6489420130705881,1.5437737974757633
3,1.4,0.15,0.2,0.25,0.7011988475538933,0.830703783627115,2.0047167032207542
2,0.9,0.15,0.25,0.2,0.7012836755969576,0.69564058254622,1.5737622854027284
4,1.3,0.3,0.15,0.25,0.7013085718012178,0.7144846167748576,1.5133895452057595
4,1.0,0.05,0.25,0.2,0.70133971668303,0.7408528383241946,1.7852432597902346
4,0.9,0.25,0.25,0.2,0.7013773955952702,0.581060579460488,1.5137853095487988
4,1.1,0.15,0.2,0.2,0.7013850888453802,0.818661170149261,1.6698529391349206
3,1.1,0.25,0.25,0.2,0.7014793683081909,0.5570276688863105,1.8127924774148212
4,1.4,0.1,0.15,0.25,0.7015245821255246,0.7147702766974653,1.8056909986928185
3,0.9,0.15,0.25,0.15,0.701532592923666,0.7269131288373154,1.7057218995865866
2,0.8,0.3,0.25,0.25,0.7015406121099964,0.5200360896370791,1.6570674563879086
4,0.9,0.3,0.25,0.2,0.7017252403961011,0.5248651006079728,1.4837968216218347
2,1.2,0.25,0.15,0.15,0.7017453477628537,0.5919921808646824,1.6624298943159053
3,1.0,0.1,0.2,0.15,0.7018552360211623,0.7866941561823189,1.6869256142978302
2,1.2,0.2,0.15,0.15,0.7018608774922629,0.6413442628716594,1.6991056382580472
4,1.1,0.1,0.25,0.25,0.7019474814537846,0.7979095871048846,1.770272337433253
2,1.2,0.15,0.15,0.15,0.7019764072216722,0.6906963448786363,1.7357813822001906
2,1.2,0.1,0.15,0.15,0.7020919369510814,0.6661324242191261,1.772457126142333
2,1.2,0.2,0.25,0.3,0.7021545707822637,0.5548617360504076,1.7238220709398482
2,1.2,0.05,0.15,0.15,0.7022074666804907,0.6209506898923806,1.8091328700844755
3,1.2,0.1,0.2,0.2,0.7022697070863236,0.7750310583406761,1.8586529144875097
4,1.3,0.1,0.15,0.2,0.7025900188354144,0.730517556853894,1.7890168737546788
2,0.9,0.2,0.25,0.2,0.7026323933269595,0.6969368857601846,1.5437737974757633
3,1.1,0.2,0.2,0.15,0.7029053733952607,0.7428233432297356,1.7718668961969277
4,1.3,0.2,0.2,0.3,0.7029289274441467,0.7587908003845647,1.6691587787063848
4,1.4,0.05,0.2,0.3,0.7031655492603358,0.6578952521240278,1.9280053674055415
4,1.2,0.25,0.15,0.2,0.7033245221561594,0.771363123999689,1.532581656143616
2,1.3,0.05,0.2,0.25,0.703386099406083,0.6698903534607564,1.9107135035963618
2,1.1,0.25,0.25,0.3,0.7036208928536183,0.5060810659406487,1.5451198827349966
3,1.4,0.15,0.25,0.3,0.7037291434446374,0.742929211127665,2.0824092602779105
2,0.8,0.25,0.25,0.2,0.7037827068905396,0.6439401988942866,1.5158848476168834
4,1.2,0.1,0.15,0.15,0.7039772507183072,0.7499452019681793,1.772457126142333
4,1.3,0.05,0.2,0.25,0.7039967529647723,0.669566063044559,1.9107135035963618
3,1.3,0.2,0.15,0.15,0.7041035365224713,0.8140450083740686,1.8548689289200477
4,1.2,0.3,0.15,0.2,0.7042290180552523,0.7048720159470792,1.4976946093403953
2,1.1,0.25,0.2,0.2,0.7042616521438262,0.5862422006752966,1.6035097657890498
4,1.2,0.15,0.25,0.3,0.7043324065953276,0.7372480188600791,1.7553891762921736
3,1.3,0.3,0.25,0.25,0.7043480861531162,0.5222646133038363,1.959024035640257
4,1.3,0.25,0.2,0.3,0.7044729383558107,0.7017562820229031,1.6359595946377046
3,1.1,0.2,0.25,0.2,0.704691948517376,0.6459505577867044,1.8459640640877562
3,1.3,0.25,0.2,0.2,0.7047356716315862,0.6679933392216236,1.9131858852160641
2,1.3,0.1,0.2,0.25,0.7047567943803897,0.6562732786787064,1.8758121609616916
3,1.4,0.1,0.2,0.25,0.7049777753615611,0.745307415421011,2.0414220580040303
4,1.2,0.05,0.2,0.2,0.7051841629182017,0.6844103180770207,1.8935399612907289
2,0.5,0.3,0.25,0.15,0.7054945889282171,0.6596107973177038,1.646412499179108
3,1.3,0.05,0.15,0.2,0.7055875908516188,0.6400801327971657,1.825707646491224
4,1.2,0.2,0.2,0.25,0.7057324485163545,0.7549438630544152,1.6528635957889293
4,1.3,0.3,0.2,0.3,0.7060169492674747,0.6447217636612415,1.6027604105690245
2,1.3,0.15,0.2,0.25,0.7061274893546965,0.6113805055344776,1.840910818327021
2,1.1,0.05,0.25,0.25,0.7061382046062948,0.652311893264028,1.8018261267339242
3,1.1,0.05,0.15,0.15,0.7063499034679908,0.6848989874435916,1.6564710213641238
4,1.4,0.2,0.1,0.2,0.7064095181441559,0.7749387949244334,1.6245500459843905
2,1.3,0.3,0.15,0.2,0.7065429762677174,0.4735533994851406,1.6422537828084955
4,1.4,0.3,0.05,0.15,0.7066590185442693,0.7864531941134691,1.4174591118095847
3,1.1,0.15,0.2,0.15,0.7067797495194156,0.8203949202920977,1.8067392264871174
4,1.1,0.25,0.15,0.15,0.7068760423439556,0.7683431789475915,1.5169817002033676
4,1.2,0.25,0.2,0.25,0.7071765080405172,0.6930346516125592,1.6196780103357729
2,1.0,0.3,0.25,0.3,0.7072240701715321,0.49903502338338995,1.6585671379236606
4,1.2,0.2,0.25,0.3,0.7072926892649638,0.6796972422943931,1.7238220709398482
2,1.3,0.3,0.2,0.3,0.7074130101592169,0.4986866719110577,1.6027604105690245
2,1.4,0.25,0.2,0.3,0.70743232431338,0.4746529935929311,1.7883445133791809
2,1.3,0.2,0.2,0.25,0.7074981843290032,0.5664877323902477,1.80600947569235
2,1.0,0.05,0.2,0.15,0.7075470826816166,0.60579113651353,1.7200828060627695
2,1.0,0.3,0.2,0.2,0.707549189225252,0.5331926563423802,1.5612988500690705
3,1.4,0.1,0.25,0.3,0.7075627180009434,0.7806092136832599,2.1173244737845
4,1.1,0.3,0.15,0.15,0.7076285676220019,0.6965587214626427,1.4821093699131784
3,1.2,0.1,0.15,0.15,0.7076580037517726,0.7499452019681793,1.772457126142333
2,1.0,0.1,0.2,0.15,0.7078054104144911,0.6489207529539086,1.6869256142978302
3,1.1,0.15,0.25,0.2,0.7079045287265614,0.734873446687099,1.879135650760692
2,1.1,0.1,0.25,0.25,0.7079204567481517,0.6964498475532935,1.770272337433253
2,1.0,0.15,0.2,0.15,0.7080637381473658,0.6920503693942872,1.6537684225328908
3,1.3,0.25,0.25,0.25,0.7081609895159191,0.5831100614389712,1.993925378274928
2,1.0,0.2,0.2,0.15,0.7083220658802403,0.7094710421828221,1.620611230767951
4,1.3,0.2,0.1,0.15,0.7084525293354799,0.7680757937656728,1.608617789460214
4,1.2,0.3,0.2,0.25,0.70862056756468,0.6311254401707037,1.586492424882617
3,1.4,0.1,0.15,0.2,0.7087072807644433,0.7113130187453603,1.9495418522881414
4,1.1,0.2,0.2,0.2,0.7089448210426106,0.7525970690007375,1.6366813524619852
3,1.3,0.15,0.15,0.15,0.7091622081541242,0.7863023754393873,1.8934408778016802
3,1.3,0.2,0.2,0.2,0.7091835751481034,0.7557401015427831,1.9498766579526101
3,1.0,0.05,0.25,0.2,0.7092208867697651,0.7408528383241946,1.7852432597902346
4,1.2,0.25,0.25,0.3,0.7092407429648614,0.6221464657287064,1.6922549655875234
4,0.8,0.15,0.25,0.15,0.7093743651588775,0.7187413819554271,1.5582309154273133
2,1.1,0.15,0.25,0.25,0.7097027088900085,0.6721406779210326,1.738718548132581
3,0.8,0.05,0.25,0.15,0.7099584922945532,0.7827280746082546,1.618180429137827
4,1.1,0.25,0.2,0.2,0.71026547021419,0.6856227369598071,1.6035097657890498
3,0.9,0.1,0.25,0.15,0.7105022798741731,0.8212129683838514,1.7372479301682262
3,1.0,0.3,0.25,0.15,0.7105975556878319,0.4808339076660841,1.7622597765689132
2,0.7,0.3,0.25,0.2,0.7106625586840457,0.5914809889846641,1.646257934305154
4,1.1,0.15,0.25,0.25,0.7106812796419855,0.7355107879218442,1.738718548132581
3,1.3,0.05,0.1,0.15,0.7107474128351798,0.6123540298139578,1.7243336361051103
4,1.0,0.1,0.25,0.2,0.7108085750613715,0.802731302626071,1.7537031633496114
3,1.2,0.05,0.25,0.25,0.710881201871518,0.7103306766882248,1.9630321712096148
4,0.8,0.2,0.25,0.15,0.7110178044458073,0.6456447804498806,1.5282561585720553
4,1.0,0.15,0.2,0.15,0.7110283835715968,0.8152284579905268,1.6537684225328908
2,1.4,0.05,0.15,0.2,0.7110779048698119,0.6654159681799503,1.9881291308540265
4,1.4,0.15,0.15,0.25,0.7111255507600874,0.7900563035138751,1.7689856439095417
4,1.2,0.3,0.25,0.3,0.711188796664759,0.568950167056609,1.6606878602351984
4,0.8,0.25,0.25,0.15,0.7113352054708281,0.5725481789443343,1.4982814017167987
2,1.4,0.1,0.15,0.2,0.7114417946420769,0.6695403698817382,1.9495418522881414
2,0.8,0.05,0.25,0.15,0.711484807237299,0.5921902347769862,1.618180429137827
2,1.1,0.2,0.25,0.25,0.7114849610318655,0.6277200856718149,1.7071647588319094
2,1.0,0.25,0.2,0.15,0.7115854520396339,0.6606360834857725,1.587454039003012
4,1.1,0.3,0.2,0.2,0.7115861193857691,0.6186484049188768,1.5703381791161144
4,1.1,0.2,0.25,0.25,0.7116484781743553,0.6731119887388036,1.7071647588319094
4,0.8,0.3,0.25,0.15,0.7116526064958486,0.5077943237634485,1.4683066448615416
3,1.4,0.1,0.1,0.15,0.7117342817340943,0.6788800011641972,1.8402449856240053
2,1.4,0.15,0.15,0.2,0.7118056844143417,0.62209429648764,1.9109545737222555
2,0.7,0.25,0.25,0.15,0.711869719989481,0.7211546182240823,1.505478473775974
4,1.1,0.25,0.25,0.25,0.7119656725146561,0.6107131895557638,1.6756109695312376
3,1.3,0.2,0.25,0.25,0.7119738928787223,0.6649723210369914,2.028826720909599
3,1.1,0.1,0.25,0.2,0.7120083780988558,0.8138636967284246,1.912307237433627
2,1.0,0.25,0.25,0.25,0.7120885980480332,0.5767309431065707,1.5293978719611128
2,0.8,0.1,0.25,0.15,0.7121149304707912,0.6334052673188891,1.5882056722825704
2,1.4,0.2,0.15,0.2,0.7121695741866065,0.5746482230935421,1.87236729515637
2,1.4,0.25,0.15,0.2,0.7125334639588714,0.5272021496994437,1.8337800165904847
2,0.8,0.15,0.25,0.15,0.7127450537042833,0.6746202998607922,1.5582309154273133
3,1.2,0.3,0.2,0.15,0.7128118620996331,0.5718775102715382,1.8585162078032302
4,1.4,0.1,0.2,0.3,0.7128468469528302,0.7498450847119661,1.893090153898951
4,1.3,0.05,0.25,0.3,0.7128701829425553,0.7005318433717939,1.980706650849263
4,1.3,0.15,0.15,0.2,0.7128870077895848,0.7848879980214849,1.752326101018133
2,0.8,0.2,0.25,0.15,0.7133751769377752,0.7158353324026951,1.5282561585720553
3,1.3,0.15,0.2,0.2,0.7136314786646207,0.8281092348494894,1.9865674306891563
4,1.1,0.3,0.25,0.25,0.7138186943592335,0.5538752149034133,1.644057180230566
3,1.0,0.25,0.25,0.15,0.713854080763663,0.552006245955288,1.795416968333853
2,1.2,0.3,0.15,0.15,0.7139712644363992,0.5426400988577055,1.6257541503737627
4,1.3,0.1,0.2,0.25,0.7143627681356968,0.7608733048361574,1.8758121609616916
4,1.4,0.05,0.1,0.15,0.71460569158552,0.5893944662979256,1.8808106762681305
3,1.4,0.05,0.25,0.3,0.7146940928876905,0.6886593810953208,2.1522396872910905
4,1.2,0.15,0.15,0.15,0.7150306296623835,0.7789954592584006,1.7357813822001906
4,0.9,0.05,0.25,0.15,0.7150456381357917,0.759636299397737,1.7687739607498651
2,1.3,0.25,0.2,0.25,0.7152113925743344,0.5215949592460181,1.771108133057679
2,1.3,0.05,0.25,0.3,0.7154028705611488,0.689555521771989,1.980706650849263
3,1.4,0.3,0.15,0.15,0.715498407467586,0.6895906154562368,1.9385053342854202
2,1.2,0.05,0.2,0.2,0.7155090728594404,0.6475794675322079,1.8935399612907289
2,0.9,0.3,0.2,0.15,0.7157524643793701,0.605181894620673,1.550710660621184
3,1.3,0.15,0.25,0.25,0.7157867962415251,0.7468345806350116,2.0637280635442696
4,1.4,0.25,0.1,0.2,0.7159146851343642,0.8011132206227716,1.5859627674185048
2,1.2,0.3,0.2,0.25,0.7160420001189913,0.487787614313844,1.586492424882617
4,1.2,0.1,0.2,0.2,0.7161913821948189,0.7750310583406761,1.8586529144875097
2,1.2,0.1,0.2,0.2,0.7162701041180823,0.6927612018589533,1.8586529144875097
3,1.2,0.3,0.25,0.2,0.7164962156179505,0.5088887147361334,1.9405148452088654
2,0.9,0.3,0.25,0.25,0.7165542459360495,0.5262624829760961,1.647586108928915
4,1.4,0.1,0.1,0.15,0.7167436306800568,0.6788800011641972,1.8402449856240053
4,1.2,0.05,0.25,0.25,0.7168025722497202,0.7103306766882248,1.9630321712096148
2,1.2,0.15,0.2,0.2,0.7170311353767241,0.6867866180106494,1.8237658676842903
3,1.0,0.2,0.25,0.15,0.7171106058394938,0.6476398032606856,1.8285741600987924
4,1.0,0.3,0.2,0.15,0.717241861693631,0.6072911208313699,1.554296847238072
3,1.2,0.25,0.2,0.15,0.717311101069741,0.6664028333881855,1.8951919517453726
2,1.3,0.1,0.25,0.3,0.7175211159595415,0.6468521950097622,1.9475074667805827
2,1.2,0.2,0.2,0.2,0.717792166635366,0.6398414654452405,1.78887882088107
4,1.0,0.25,0.2,0.15,0.7178934332202552,0.6795321397971,1.587454039003012
3,1.2,0.05,0.2,0.2,0.7183049495942088,0.6844103180770207,1.8935399612907289
3,1.0,0.05,0.2,0.15,0.718336833150476,0.7257448906674109,1.7200828060627695
4,1.4,0.3,0.1,0.2,0.7184395564635573,0.8140417030659486,1.5473754888526188
2,1.0,0.05,0.25,0.2,0.7184664769525005,0.6313611739450536,1.7852432597902346
4,1.0,0.2,0.2,0.15,0.7185450047468793,0.75177315876283,1.620611230767951
3,1.4,0.25,0.15,0.15,0.718656882478684,0.7829046722075799,1.9790710249295453
4,1.3,0.25,0.1,0.15,0.718666917461997,0.795818426700354,1.5700458405785824
4,1.1,0.05,0.2,0.15,0.7186770591340496,0.702962499903758,1.876483887067495
3,1.3,0.1,0.25,0.25,0.719599699604328,0.7879915071492382,2.0986294061789406
2,1.0,0.1,0.25,0.2,0.7196192920023157,0.6744907903854326,1.7537031633496114
2,1.3,0.15,0.25,0.3,0.7196393613579342,0.6041488682475357,1.9143082827119031
2,0.6,0.3,0.25,0.15,0.719650998622529,0.6663151908768281,1.6355116844003788
4,0.9,0.1,0.25,0.15,0.7198497355483408,0.809301112403833,1.7372479301682262
4,1.0,0.15,0.25,0.2,0.7202774334397131,0.7352937283666282,1.722163066908988
3,1.2,0.25,0.25,0.2,0.7203230336919559,0.5759305385423097,1.9754018920120846
2,0.9,0.25,0.25,0.2,0.7203584574124506,0.6507262597980289,1.5137853095487988
3,1.0,0.15,0.25,0.15,0.7203671309153248,0.7432733605660832,1.8617313518637313
3,1.1,0.1,0.2,0.15,0.720494332140896,0.7928449531265099,1.8416115567773066
3,1.4,0.05,0.2,0.25,0.7205887348923228,0.6542118621210683,2.078127412787306
4,1.4,0.2,0.15,0.25,0.7207265193946504,0.8158651496101771,1.7322802891262654
2,1.0,0.15,0.25,0.2,0.7207721070521308,0.7176204068258109,1.722163066908988
4,1.0,0.3,0.25,0.2,0.7210676072569736,0.538086777735007,1.6275427775871185
2,1.2,0.25,0.25,0.3,0.7211415799463088,0.5123840054138188,1.6922549655875234
4,1.0,0.25,0.25,0.2,0.7212001779910786,0.6004185798477417,1.6590828740277417
4,1.3,0.3,0.1,0.15,0.7213195641640231,0.8080818728349647,1.5314738916969508
4,1.0,0.2,0.25,0.2,0.7213327487251835,0.6678561541071848,1.6906229704683653
2,1.3,0.2,0.25,0.3,0.7217576067563267,0.5614455414853092,1.8811090986432228
3,1.2,0.2,0.2,0.15,0.7218103400398489,0.7609281565048326,1.9318676956875147
2,1.0,0.2,0.25,0.2,0.7219249221019461,0.7040249169065579,1.6906229704683653
4,1.4,0.05,0.15,0.2,0.7221485239434663,0.6210382139197416,1.9881291308540265
2,1.3,0.25,0.15,0.15,0.7222155440992817,0.5987182851561311,1.816296980038416
3,1.4,0.3,0.2,0.2,0.7222158264135203,0.6011098201155317,2.0430099871965792
4,1.4,0.15,0.2,0.3,0.722310226160126,0.8288888199262446,1.8581749403923615
3,1.3,0.1,0.2,0.2,0.7223126302223152,0.7572427567625567,2.023258203425701
4,1.3,0.1,0.25,0.3,0.7223539395251675,0.7927439795860629,1.9475074667805827
2,1.3,0.2,0.15,0.15,0.7225207956789532,0.6483324724669007,1.8548689289200477
2,1.2,0.25,0.2,0.2,0.7227515179963233,0.5928963128798317,1.7539917740778506
2,1.3,0.15,0.15,0.15,0.7228260472586248,0.6979466597776707,1.8934408778016802
4,1.1,0.1,0.2,0.15,0.7229565087572137,0.7928449531265099,1.8416115567773066
2,1.3,0.1,0.15,0.15,0.7231312988382963,0.6889648453436766,1.9320128266833114
2,1.1,0.3,0.25,0.3,0.7231713411381561,0.5098012207272905,1.6503341718023994
4,1.3,0.2,0.15,0.2,0.7231839967437548,0.8121935349302588,1.715635328281587
2,1.3,0.05,0.15,0.15,0.7234365504179677,0.6427027874902677,1.970584775564943
3,1.4,0.2,0.15,0.15,0.7237324570467836,0.8196269205283283,2.0196367155736707
